"dataset_id","observacao_id","observacao_data","coord_sistema","coord_x","coord_y","coord_precisao","coord_fonte","pais_id","estado_id","municipio_id","amostra_tipo","amostra_quanti","amostra_area","taxon_sibcs_2009","terra_usoatual","geo_parental","geo_formacao","geo_litologia","relevo_declividade","relevo_drenagem","geo_pedregosidade_k2","geo_rochosidade_k2","fito_cobertura_k6","observacao_autor","camada_id","camada_nome","amostra_id","profund_sup","profund_inf","areia_naoh_peneira","argila_naoh_pipeta","calcio_kcl_eaa","magnesio_kcl_eaa","aluminio_kcl_naoh","potassio_mehlich1_eeac","sodio_mehlich1_eeac","carbono_cromo_30min150_mohr","dsi_cilindro","cascalho_olho"
"ctb0003","sm-dnos-173","17/03/2009","EPSG:4674",-53.788316,-29.660327,15,"GPS","BR","RS",NA,"composta",3,100,"PBAC","animal husbandry","sedimentary",NA,NA,3,"poorly","Não pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",441,180,4.2,0.5,0.5,0.1,NA,13.5,1.57,NA
"ctb0003","sm-dnos-174","17/03/2009","EPSG:4674",-53.791491,-29.657305,15,"GPS","BR","RS",NA,"composta",3,100,"RY","shrubland","sedimentary",NA,NA,3,"moderately well","Não pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",774,92,9,5.7,0.2,0.2,NA,9,1.58,NA
"ctb0003","sm-dnos-175","17/03/2009","EPSG:4674",-53.788747,-29.656993,15,"GPS","BR","RS",NA,"composta",3,100,"RY","shrubland","sedimentary",NA,NA,5,"moderately well","Não pedregosa","Não rochosa","somewhat high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",729,76,3.4,1.1,0.1,0.4,NA,11.7,1.45,NA
"ctb0003","sm-dnos-176","17/03/2009","EPSG:4674",-53.785327,-29.65311,15,"GPS","BR","RS",NA,"composta",3,100,"RL","native forest","sedimentary",NA,NA,58,"well","Não pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",891,63,1.1,0.4,1.1,0.1,NA,7.2,1.59,NA
"ctb0003","sm-dnos-177","17/03/2009","EPSG:4674",-53.783219,-29.651386,15,"GPS","BR","RS",NA,"composta",3,100,"RL","native forest","igneous",NA,NA,55,"moderately well","Pedregosa","Não rochosa","somewhat high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",544,104,23.4,9.2,0.1,0.7,NA,21.6,NA,NA
"ctb0003","sm-dnos-178","17/03/2009","EPSG:4674",-53.783879,-29.649234,15,"GPS","BR","RS",NA,"composta",3,100,"RL","native forest","igneous",NA,NA,47,"well","Não pedregosa","Não rochosa","somewhat high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","5",389,244,15.3,6.6,0.1,0.4,NA,71.2,NA,NA
"ctb0003","sm-dnos-179","17/03/2009","EPSG:4674",-53.780514,-29.648612,15,"GPS","BR","RS",NA,"composta",3,100,"RL","crop agriculture","igneous",NA,NA,17,"well","Não pedregosa","Não rochosa","somewhat high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",337,170,6.1,3.3,0.7,0.4,NA,12.6,1.29,NA
"ctb0003","sm-dnos-180","17/03/2009","EPSG:4674",-53.778733,-29.646016,15,"GPS","BR","RS",NA,"composta",3,100,"RL","native forest","igneous",NA,NA,84,"well","Não pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",329,137,3.9,1.1,0.3,0.7,NA,22.5,0.93,NA
"ctb0003","sm-dnos-181","17/03/2009","EPSG:4674",-53.777791,-29.644165,15,"GPS","BR","RS",NA,"composta",3,100,"RL","crop agriculture","igneous",NA,NA,18,"well","Não pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","15",163,190,5.1,1.4,0.1,0.7,NA,25.2,1.28,NA
"ctb0003","sm-dnos-182","17/03/2009","EPSG:4674",-53.77652,-29.642462,15,"GPS","BR","RS",NA,"composta",3,100,"RL","crop agriculture","igneous",NA,NA,91,"well","Pedregosa","Não rochosa","somewhat high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","15",209,105,5,1.8,0.3,0.4,NA,11.7,1.37,NA
"ctb0003","sm-dnos-183","17/03/2009","EPSG:4674",-53.772698,-29.64255,15,"GPS","BR","RS",NA,"composta",3,100,"RL","native forest","igneous",NA,NA,8,"well","Não pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","10",396,176,2.8,1.4,5.8,0.3,NA,12.6,1.1,NA
"ctb0003","sm-dnos-184","18/03/2009","EPSG:4674",-53.773951,-29.632775,15,"GPS","BR","RS",NA,"composta",3,100,"RL","native forest","igneous",NA,NA,68,"well","Pedregosa","Não rochosa","somewhat high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","17.5",208,158,9.4,3.7,0.1,0.5,NA,36,NA,NA
"ctb0003","sm-dnos-185","18/03/2009","EPSG:4674",-53.77524,-29.62796,15,"GPS","BR","RS",NA,"composta",3,100,"PVA","crop agriculture","igneous",NA,NA,9,"moderately well","Não pedregosa","Não rochosa","somewhat low","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",272,274,2.9,1.8,0.3,0.1,NA,14.4,1.58,NA
"ctb0003","sm-dnos-186","18/03/2009","EPSG:4674",-53.779236,-29.630274,15,"GPS","BR","RS",NA,"composta",3,100,"RL","forestry","igneous",NA,NA,17,"well","Pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","10",251,202,6.4,3.7,0.2,0.6,NA,21.6,NA,NA
"ctb0003","sm-dnos-187","18/03/2009","EPSG:4674",-53.779139,-29.628052,15,"GPS","BR","RS",NA,"composta",3,100,"PV","forestry","igneous",NA,NA,4,"well","Não pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",211,314,1,0.8,2.6,0.4,NA,15.3,1.76,NA
"ctb0003","sm-dnos-188","18/03/2009","EPSG:4674",-53.783342,-29.627437,15,"GPS","BR","RS",NA,"composta",3,100,"PVA","native forest","igneous",NA,NA,6,"moderately well","Não pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",306,246,2.2,0.6,1.1,0.3,NA,22.5,1.39,NA
"ctb0003","sm-dnos-189","18/03/2009","EPSG:4674",-53.785368,-29.628124,15,"GPS","BR","RS",NA,"composta",3,100,"RL","animal husbandry","igneous",NA,NA,11,"well","Não pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","15",324,215,5.8,2.8,0.3,0.7,NA,21.6,1.34,NA
"ctb0003","sm-dnos-190","18/03/2009","EPSG:4674",-53.785349,-29.625145,15,"GPS","BR","RS",NA,"composta",3,100,"RL","animal husbandry","igneous",NA,NA,3,"well","Não pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","10",314,327,0.9,0.3,2.6,0.2,NA,18.9,1.63,NA
"ctb0003","sm-dnos-191","18/03/2009","EPSG:4674",-53.787398,-29.62342,15,"GPS","BR","RS",NA,"composta",3,100,"PV","animal husbandry","igneous",NA,NA,6,"well","Não pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",197,454,1.6,1.2,1.1,0.1,NA,18,1.61,NA
"ctb0003","sm-dnos-192","18/03/2009","EPSG:4674",-53.788318,-29.621231,15,"GPS","BR","RS",NA,"composta",3,100,"PV","crop agriculture","igneous",NA,NA,5,"well","Não pedregosa","Não rochosa","somewhat low","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",201,413,1,0.7,2.6,0.2,NA,21.6,1.47,NA
"ctb0003","sm-dnos-193","18/03/2009","EPSG:4674",-53.790046,-29.61797,15,"GPS","BR","RS",NA,"composta",3,100,"RL","native forest","igneous",NA,NA,20,"well","Não pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","5",179,329,7.4,3.7,0.3,0.7,NA,73,NA,NA
"ctb0003","sm-dnos-194","18/03/2009","EPSG:4674",-53.7917,-29.615567,15,"GPS","BR","RS",NA,"composta",3,100,"PA","forestry","igneous",NA,NA,3,"well","Não pedregosa","Não rochosa","somewhat high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",238,374,1.9,0.8,1.9,0.3,NA,18.9,1.63,NA
"ctb0003","sm-dnos-195","18/03/2009","EPSG:4674",-53.793258,-29.618216,15,"GPS","BR","RS",NA,"composta",3,100,"RL","shrubland","igneous",NA,NA,85,"well","Pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",256,257,4.5,1.7,0.6,0.6,NA,25.2,1.16,NA
"ctb0003","sm-dnos-196","18/03/2009","EPSG:4674",-53.795506,-29.614269,15,"GPS","BR","RS",NA,"composta",3,100,"PVA","animal husbandry","igneous",NA,NA,12,"well","Não pedregosa","Não rochosa","somewhat low","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",221,420,2.2,1.4,1.4,0.3,NA,18.9,1.52,NA
"ctb0003","sm-dnos-197","18/03/2009","EPSG:4674",-53.793946,-29.611541,15,"GPS","BR","RS",NA,"composta",3,100,"PVA","forestry","igneous",NA,NA,6,"well","Não pedregosa","Não rochosa","somewhat high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",210,408,0.6,0.5,3.4,0.1,NA,22.5,1.34,NA
"ctb0003","sm-dnos-198","18/03/2009","EPSG:4674",-53.796737,-29.61049,15,"GPS","BR","RS",NA,"composta",3,100,"PVA","forestry","igneous",NA,NA,10,"well","Não pedregosa","Não rochosa","medium","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",186,491,0.5,0.4,4.4,0.1,NA,16.2,1.51,NA
"ctb0003","sm-dnos-199","18/03/2009","EPSG:4674",-53.798536,-29.612433,15,"GPS","BR","RS",NA,"composta",3,100,"PV","forestry","igneous",NA,NA,3,"well","Não pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",260,281,0.2,0.2,2.9,0.1,NA,15.3,1.64,NA
"ctb0003","sm-dnos-200","18/03/2009","EPSG:4674",-53.796745,-29.616664,15,"GPS","BR","RS",NA,"composta",3,100,"PVA","animal husbandry","igneous",NA,NA,10,"well","Não pedregosa","Não rochosa","medium","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",200,397,1.5,0.6,1.7,0.2,NA,18.9,1.69,NA
"ctb0003","sm-dnos-201","18/03/2009","EPSG:4674",-53.797217,-29.619087,15,"GPS","BR","RS",NA,"composta",3,100,"PV","native forest","igneous",NA,NA,8,"well","Não pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",169,403,1.9,1.1,2.2,0.6,NA,27,1.08,NA
"ctb0003","sm-dnos-202","20/03/2009","EPSG:4674",-53.789514,-29.625137,15,"GPS","BR","RS",NA,"composta",3,100,"RL","shrubland","igneous",NA,NA,3,"well","Pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","5",191,319,6.5,3.3,0.3,0.8,NA,57.7,NA,NA
"ctb0003","sm-dnos-203","20/03/2009","EPSG:4674",-53.791354,-29.624543,15,"GPS","BR","RS",NA,"composta",3,100,"RL","native forest","igneous",NA,NA,54,"well","Não pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","10",145,298,6.6,3.6,0.2,0.5,NA,36.9,NA,NA
"ctb0003","sm-dnos-204","20/03/2009","EPSG:4674",-53.792262,-29.620957,15,"GPS","BR","RS",NA,"composta",3,100,"RL","animal husbandry","igneous",NA,NA,12,"well","Pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",212,381,8.5,4,0.2,0.5,NA,33.3,1.38,NA
"ctb0003","sm-dnos-205","20/03/2009","EPSG:4674",-53.795304,-29.621054,15,"GPS","BR","RS",NA,"composta",3,100,"RL","animal husbandry","igneous",NA,NA,101,"well","Pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","8",192,324,5.8,1.7,0.5,0.5,NA,36.9,NA,NA
"ctb0003","sm-dnos-206","20/03/2009","EPSG:4674",-53.79328,-29.624849,15,"GPS","BR","RS",NA,"composta",3,100,"RR","native forest","igneous",NA,NA,46,"well","Não pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",313,269,1.1,0.4,3.2,0.3,NA,23.4,1.03,NA
"ctb0003","sm-dnos-207","20/03/2009","EPSG:4674",-53.797944,-29.624563,15,"GPS","BR","RS",NA,"composta",3,100,"RR","crop agriculture","igneous",NA,NA,17,"well","Pedregosa","Não rochosa","somewhat high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",313,308,4,2.3,0.4,0.6,NA,25.2,1.46,NA
"ctb0003","sm-dnos-208","20/03/2009","EPSG:4674",-53.798718,-29.621531,15,"GPS","BR","RS",NA,"composta",3,100,"RL","forestry","igneous",NA,NA,16,"well","Não pedregosa","Não rochosa","somewhat high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","10",211,401,6.9,5.4,0.2,0.5,NA,41.4,NA,NA
"ctb0003","sm-dnos-209","20/03/2009","EPSG:4674",-53.80126,-29.628894,15,"GPS","BR","RS",NA,"composta",3,100,"RL","shrubland","igneous",NA,NA,64,"well","Não pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",175,338,10.7,8.3,0.2,0.5,NA,29.7,1.18,NA
"ctb0003","sm-dnos-210","20/03/2009","EPSG:4674",-53.800734,-29.624383,15,"GPS","BR","RS",NA,"composta",3,100,"RL","forestry","igneous",NA,NA,6,"well","Não pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",303,305,0.9,0.9,2.6,0.3,NA,15.3,1.61,NA
"ctb0003","sm-dnos-211","20/03/2009","EPSG:4674",-53.801974,-29.622385,15,"GPS","BR","RS",NA,"composta",3,100,"RL","forestry","igneous",NA,NA,3,"moderately well","Não pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",280,252,2.2,1.1,0.9,0.3,NA,20.7,1.76,NA
"ctb0003","sm-dnos-212","20/03/2009","EPSG:4674",-53.805302,-29.622928,15,"GPS","BR","RS",NA,"composta",3,100,"PV","crop agriculture","igneous",NA,NA,8,"well","Pedregosa","Rochosa","somewhat low","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",277,280,2,0.6,0.7,0.4,NA,18,1.32,NA
"ctb0003","sm-dnos-213","20/03/2009","EPSG:4674",-53.804503,-29.620519,15,"GPS","BR","RS",NA,"composta",3,100,"RL","shrubland","igneous",NA,NA,97,"well","Pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","5",192,275,6.7,4.5,0.2,0.8,NA,61.3,NA,NA
"ctb0003","sm-dnos-214","20/03/2009","EPSG:4674",-53.801228,-29.618387,15,"GPS","BR","RS",NA,"composta",3,100,"RL","forestry","igneous",NA,NA,10,"well","Pedregosa","Não rochosa","somewhat high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","12.5",170,267,5.9,4.9,0.8,0.5,NA,48.6,1.25,NA
"ctb0003","sm-dnos-215","21/03/2009","EPSG:4674",-53.822924,-29.623346,15,"GPS","BR","RS",NA,"composta",3,100,"CX","crop agriculture","igneous",NA,NA,5,"somewhat poorly","Não pedregosa","Não rochosa","low","Jean Michel Moura Bueno, Michel André Miguel","1",NA,NA,"0","20",357,238,3.5,0.7,0.2,0.2,NA,16.2,1.38,NA
"ctb0003","sm-dnos-216","21/03/2009","EPSG:4674",-53.819207,-29.621771,15,"GPS","BR","RS",NA,"composta",3,100,"RL","animal husbandry","igneous",NA,NA,10,"well","Pedregosa","Rochosa","somewhat high","Jean Michel Moura Bueno, Michel André Miguel","1",NA,NA,"0","20",334,218,11.4,3.9,0.2,0.3,NA,27.9,1.35,NA
"ctb0003","sm-dnos-217","21/03/2009","EPSG:4674",-53.816321,-29.620647,15,"GPS","BR","RS",NA,"composta",3,100,"RL","shrubland","igneous",NA,NA,20,"well","Pedregosa","Rochosa","somewhat high","Jean Michel Moura Bueno, Michel André Miguel","1",NA,NA,"0","20",336,154,13.3,7.1,0.2,0.5,NA,17.1,NA,NA
"ctb0003","sm-dnos-218","21/03/2009","EPSG:4674",-53.817553,-29.616431,15,"GPS","BR","RS",NA,"composta",3,100,"RL","shrubland","igneous",NA,NA,20,"well","Pedregosa","Rochosa","somewhat high","Jean Michel Moura Bueno, Michel André Miguel","1",NA,NA,"0","20",242,294,4.3,0.9,0.4,0.5,NA,29.7,NA,NA
"ctb0003","sm-dnos-219","21/03/2009","EPSG:4674",-53.816231,-29.618045,15,"GPS","BR","RS",NA,"composta",3,100,"RL","shrubland","igneous",NA,NA,20,"well","Pedregosa","Rochosa","medium","Jean Michel Moura Bueno, Michel André Miguel","1",NA,NA,"0","20",231,166,13,5.6,0.1,0.5,NA,24.3,NA,NA
"ctb0003","sm-dnos-220","21/03/2009","EPSG:4674",-53.813617,-29.614749,15,"GPS","BR","RS",NA,"composta",3,100,"RL","native forest","igneous",NA,NA,10,"well","Pedregosa","Rochosa","medium","Jean Michel Moura Bueno, Michel André Miguel","1",NA,NA,"0","20",249,209,13.7,6.8,0.2,0.9,NA,28.8,1.26,NA
"ctb0003","sm-dnos-221","21/03/2009","EPSG:4674",-53.812664,-29.616864,15,"GPS","BR","RS",NA,"composta",3,100,"RL","animal husbandry","igneous",NA,NA,3,"well","Pedregosa","Rochosa","somewhat high","Jean Michel Moura Bueno, Michel André Miguel","1",NA,NA,"0","20",291,263,7,2,0.2,0.5,NA,26.1,1.29,NA
"ctb0003","sm-dnos-222","21/03/2009","EPSG:4674",-53.813449,-29.619463,15,"GPS","BR","RS",NA,"composta",3,100,"RL","native forest","igneous",NA,NA,47,"well","Pedregosa","Rochosa","medium","Jean Michel Moura Bueno, Michel André Miguel","1",NA,NA,"0","20",240,186,6.2,2,0.1,0.5,NA,25.2,NA,NA
"ctb0003","sm-dnos-223","21/03/2009","EPSG:4674",-53.809642,-29.617424,15,"GPS","BR","RS",NA,"composta",3,100,"RL","animal husbandry","igneous",NA,NA,18,"well","Pedregosa","Rochosa","somewhat high","Jean Michel Moura Bueno, Michel André Miguel","1",NA,NA,"0","20",393,146,11.8,6.2,0.3,0.9,NA,24.3,1.24,NA
"ctb0003","sm-dnos-224","21/03/2009","EPSG:4674",-53.81223,-29.610305,15,"GPS","BR","RS",NA,"composta",3,100,"RL","animal husbandry","igneous",NA,NA,5,"well","Pedregosa","Rochosa","somewhat high","Jean Michel Moura Bueno, Michel André Miguel","1",NA,NA,"0","20",227,322,2.2,1,1,0.7,NA,27.9,1.41,NA
"ctb0003","sm-dnos-225","21/03/2009","EPSG:4674",-53.809643,-29.613359,15,"GPS","BR","RS",NA,"composta",3,100,"RL","shrubland","igneous",NA,NA,3,"well","Pedregosa","Rochosa","somewhat high","Jean Michel Moura Bueno, Michel André Miguel","1",NA,NA,"0","20",179,297,6.2,1.9,0.3,0.7,NA,33.3,1.07,NA
"ctb0003","sm-dnos-226","21/03/2009","EPSG:4674",-53.80738,-29.615494,15,"GPS","BR","RS",NA,"composta",3,100,"RL","native forest","igneous",NA,NA,10,"well","Pedregosa","Rochosa","low","Jean Michel Moura Bueno, Michel André Miguel","1",NA,NA,"0","20",182,292,7.4,2.1,0.4,0.6,NA,41.4,NA,NA
"ctb0003","sm-dnos-227","12/03/2009","EPSG:4674",-53.817121,-29.624174,15,"GPS","BR","RS",NA,"composta",3,100,"RL","animal husbandry","sedimentary",NA,NA,55,"somewhat poorly","Pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",796,73,2.4,0.9,0.4,0.1,NA,6.3,NA,NA
"ctb0003","sm-dnos-228","12/03/2009","EPSG:4674",-53.815956,-29.626721,15,"GPS","BR","RS",NA,"composta",3,100,"RL","animal husbandry","sedimentary",NA,NA,36,"well","Pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","5",572,90,28.9,7.7,0.3,0.4,NA,18.9,NA,NA
"ctb0003","sm-dnos-229","12/03/2009","EPSG:4674",-53.814091,-29.629407,15,"GPS","BR","RS",NA,"composta",3,100,"RL","native forest","sedimentary",NA,NA,48,"well","Não pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",778,96,6.2,3.9,0.3,0.1,NA,13.5,1.64,NA
"ctb0003","sm-dnos-230","12/03/2009","EPSG:4674",-53.81169,-29.631197,15,"GPS","BR","RS",NA,"composta",3,100,"RL","animal husbandry","sedimentary",NA,NA,19,"well","Não pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","15",754,88,2,0.6,0.5,0.2,NA,10.8,1.75,NA
"ctb0003","sm-dnos-231","12/03/2009","EPSG:4674",-53.813642,-29.63279,15,"GPS","BR","RS",NA,"composta",3,100,"RL","crop agriculture","sedimentary",NA,NA,98,"well","Não pedregosa","Não rochosa","somewhat high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",629,103,7.4,3.6,0.2,0.6,NA,13.5,NA,NA
"ctb0003","sm-dnos-232","21/03/2009","EPSG:4674",-53.820196,-29.623587,15,"GPS","BR","RS",NA,"composta",3,100,"RL","animal husbandry","igneous",NA,NA,76,"well","Pedregosa","Não rochosa","high","Alessandro Samuel Rosa, Andrisa Balbinot","1",NA,NA,"0","15",286,238,14.3,5.6,0.1,0.8,NA,35.1,1.4,NA
"ctb0003","sm-dnos-233","21/03/2009","EPSG:4674",-53.818971,-29.626035,15,"GPS","BR","RS",NA,"composta",3,100,"RL","native forest","igneous",NA,NA,60,"well","Pedregosa","Não rochosa","high","Alessandro Samuel Rosa, Andrisa Balbinot","1",NA,NA,"0","2",442,134,39.2,4.5,0.1,0.8,NA,120.7,NA,NA
"ctb0003","sm-dnos-234","21/03/2009","EPSG:4674",-53.818497,-29.628662,15,"GPS","BR","RS",NA,"composta",3,100,"RL","animal husbandry","igneous",NA,NA,117,"well","Pedregosa","Não rochosa","high","Alessandro Samuel Rosa, Andrisa Balbinot","1",NA,NA,"0","12.5",275,269,14.7,10.4,0.2,0.7,NA,43.2,NA,NA
"ctb0003","sm-dnos-235","21/03/2009","EPSG:4674",-53.816122,-29.630581,15,"GPS","BR","RS",NA,"composta",3,100,"RL","animal husbandry","igneous",NA,NA,118,"well","Pedregosa","Não rochosa","high","Alessandro Samuel Rosa, Andrisa Balbinot","1",NA,NA,"0","15",297,267,12.4,5.6,0.1,0.8,NA,27.9,NA,NA
"ctb0003","sm-dnos-236","21/03/2009","EPSG:4674",-53.816982,-29.633061,15,"GPS","BR","RS",NA,"composta",3,100,"RL","animal husbandry","igneous",NA,NA,15,"moderately well","Pedregosa","Não rochosa","high","Alessandro Samuel Rosa, Andrisa Balbinot","1",NA,NA,"0","20",320,195,6,2.9,0.2,0.5,NA,18,1.5,NA
"ctb0003","sm-dnos-237","21/03/2009","EPSG:4674",-53.813183,-29.638562,15,"GPS","BR","RS",NA,"composta",3,100,"RL","shrubland","igneous",NA,NA,77,"moderately well","Pedregosa","Não rochosa","high","Alessandro Samuel Rosa, Andrisa Balbinot","1",NA,NA,"0","20",268,277,44.4,10.9,0.1,0.7,NA,27.9,1.4,NA
"ctb0003","sm-dnos-238","21/03/2009","EPSG:4674",-53.814983,-29.638336,15,"GPS","BR","RS",NA,"composta",3,100,"PV","animal husbandry","igneous",NA,NA,20,"somewhat poorly","Não pedregosa","Não rochosa","high","Alessandro Samuel Rosa, Andrisa Balbinot","1",NA,NA,"0","20",291,147,44,15.9,0.1,0.9,NA,18,1.52,NA
"ctb0003","sm-dnos-239","21/03/2009","EPSG:4674",-53.814512,-29.635772,15,"GPS","BR","RS",NA,"composta",3,100,"RL","animal husbandry","igneous",NA,NA,10,"well","Não pedregosa","Não rochosa","high","Alessandro Samuel Rosa, Andrisa Balbinot","1",NA,NA,"0","15",382,207,5.4,1.9,0.4,0.7,NA,20.7,1.74,NA
"ctb0003","sm-dnos-240","21/03/2009","EPSG:4674",-53.817575,-29.636101,15,"GPS","BR","RS",NA,"composta",3,100,"RL","animal husbandry","igneous",NA,NA,3,"moderately well","Não pedregosa","Não rochosa","high","Alessandro Samuel Rosa, Andrisa Balbinot","1",NA,NA,"0","15",232,305,8.1,3.6,0.1,0.3,NA,29.7,1.39,NA
"ctb0003","sm-dnos-241","21/03/2009","EPSG:4674",-53.817617,-29.639731,15,"GPS","BR","RS",NA,"composta",3,100,"RL","native forest","igneous",NA,NA,8,"well","Pedregosa","Não rochosa","high","Alessandro Samuel Rosa, Andrisa Balbinot","1",NA,NA,"0","7.5",341,216,6.9,3.3,0.6,0.6,NA,30.6,NA,NA
"ctb0003","sm-dnos-242","21/03/2009","EPSG:4674",-53.821581,-29.64418,15,"GPS","BR","RS",NA,"composta",3,100,"RL","shrubland","igneous",NA,NA,15,"well","Pedregosa","Não rochosa","high","Alessandro Samuel Rosa, Andrisa Balbinot","1",NA,NA,"0","5",327,158,7.5,5.9,0.4,0.3,NA,67.6,NA,NA
"ctb0003","sm-dnos-243","21/03/2009","EPSG:4674",-53.816667,-29.643214,15,"GPS","BR","RS",NA,"composta",3,100,"RL","shrubland","sedimentary",NA,NA,15,"well","Pedregosa","Não rochosa","high","Alessandro Samuel Rosa, Andrisa Balbinot","1",NA,NA,"0","2.5",429,152,8.5,3.3,0.1,0.6,NA,20.7,NA,NA
"ctb0003","sm-dnos-244","12/03/2009","EPSG:4674",-53.811389,-29.633871,15,"GPS","BR","RS",NA,"composta",3,100,"RL","native forest","sedimentary",NA,NA,129,"well","Não pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",817,83,5.2,1.9,0.2,0.2,NA,13.5,NA,NA
"ctb0003","sm-dnos-245","12/03/2009","EPSG:4674",-53.810934,-29.63668,15,"GPS","BR","RS",NA,"composta",3,100,"CX","animal husbandry","sedimentary",NA,NA,56,"well","Não pedregosa","Não rochosa","somewhat high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",825,78,3.2,1.5,0.3,0.1,NA,7.2,1.78,NA
"ctb0003","sm-dnos-246","12/03/2009","EPSG:4674",-53.807824,-29.635346,15,"GPS","BR","RS",NA,"composta",3,100,"PBAC","crop agriculture","sedimentary",NA,NA,20,"well","Não pedregosa","Não rochosa","somewhat low","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","20",867,71,0.6,0.1,1.2,0.1,NA,5.4,1.4,NA
"ctb0003","sm-dnos-247","12/03/2009","EPSG:4674",-53.805437,-29.635722,15,"GPS","BR","RS",NA,"composta",3,100,"RL","native forest","sedimentary",NA,NA,130,"well","Não pedregosa","Não rochosa","high","Pablo Miguel, Alessandro Samuel Rosa","1",NA,NA,"0","17.5",722,101,7,4.3,0.2,0.7,NA,18.9,NA,NA
